,Gen,Pair,Release,HcondE,HcondN,MI_EN,MI_NE,TE_EN,TE_NE,TE_star_EN,TE_star_NE,TE_star2_EN,TE_star2_NE,HcondEN,HcondNE,HcondEN2,HcondNE2
13,2.0,2.0,7.0,0.907431077310278,0.8835802788639324,0.06952549359370463,0.09691155091659587,0.03040812806305704,0.05571503554570456,0.01939991893394577,0.035049790856680474,0.011325167322628449,0.026713313587883203,0.8662863117185802,0.8492709708451209,0.8287967074945946,0.8035208134994405
14,2.0,2.0,8.0,0.8685056769843859,0.8243515428545496,0.13336432053465685,0.14450420690581733,0.04741339274557066,0.06579959803708268,0.034798133616000815,0.037954164489819586,0.025624146050550856,0.029453660338674137,0.817599477912843,0.8048460601944445,0.7894180717977353,0.7741282459003087
15,2.0,2.0,9.0,0.9407508540322642,0.9420540224765768,0.07394769988468664,0.07029105088344956,0.04760721951579239,0.04420834532458895,0.033756343479319995,0.032507820999773784,0.02389711509527581,0.02543470044599072,0.9081571178232344,0.9019823822754525,0.8810439328518567,0.8712635705094138
16,2.0,2.0,10.0,0.8811496582934446,0.8640943410518622,0.09871548729049406,0.1341263352623856,0.03539796851925048,0.06583359733034944,0.02079269376900683,0.044678766619933974,0.014563665141151372,0.03567844252845731,0.8445334431576201,0.8323221858369805,0.8094452064779003,0.8101459484627207
17,2.0,2.0,11.0,0.8724883243612018,0.8775369335051323,0.1058703467025377,0.12595018759643817,0.04439648561562892,0.058133413522318156,0.027095301453520904,0.03986672282404813,0.01787967178589156,0.03147236008361842,0.8394898176295165,0.8422726737291488,0.8117775905347986,0.8089937827441323
18,2.0,2.0,12.0,0.8541992759854433,0.8292976995640738,0.11756939881637107,0.14904182132594146,0.035439054456669616,0.0647731168682042,0.022757625623692768,0.03536131875331172,0.017147293966794486,0.03145460644987619,0.7964252994693075,0.8026460006127754,0.7821673008807428,0.7853332852114265
19,2.0,3.0,2.0,0.9145031733076464,0.9102584850528566,0.059962891098516824,0.058956250336973604,0.027954314828388283,0.029429679873225645,0.018993307911774338,0.016778460298966014,0.013797436839563915,0.012505662755426972,0.8796224913957782,0.8852774247940309,0.8387830933627436,0.8356035543653886
20,2.0,3.0,3.0,0.8271635616635451,0.8410578337217971,0.0537270647594732,0.05330607684598787,0.018609864699264955,0.017255321112278343,0.015598868787585651,0.013308964804497503,0.014378140685408436,0.014053296798742121,0.8164300693950239,0.8316413291611684,0.7821215813933482,0.7909099395686123
21,2.0,3.0,4.0,0.9661240403109498,0.9600541500517059,0.03305641115353142,0.02618621173914626,0.023758443295181175,0.016378548402036675,0.016785630148359765,0.010889026668145174,0.015171196395334263,0.00736708483757198,0.9480053115228988,0.9339057599865557,0.9212736892730575,0.9060916273814854
22,2.0,3.0,6.0,0.969368930864339,0.9446497589728782,0.03166708100725901,0.04254646836767306,0.017867735408590102,0.030380260739385045,0.015320562999171283,0.022891867407161204,0.009455568848862228,0.017311271132414596,0.9374892248156039,0.931225873355833,0.8893152792565981,0.8965926891968623
23,2.0,3.0,7.0,0.9390599873249366,0.8795492867151642,0.04740114526673622,0.05698068175330073,0.01891476814035098,0.03350642148804672,0.01424653745939164,0.01994992205645474,0.009849123594891207,0.01784290796787502,0.9047190708010779,0.8630222015685409,0.85982304112652,0.8164236464815646
24,2.0,3.0,8.0,0.8910299886238329,0.9066108374265698,0.08585154029410136,0.08114103777207426,0.0443172675951089,0.03757575507169819,0.03077478199998529,0.02628817546747131,0.022662099851960438,0.019793956542676572,0.8689236903848729,0.8835491479490796,0.8459992845218949,0.8521182963943059
